x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,y
0.1817812325871601,-2.2590262308097593,-1.8897034836215454,0.2944189776840481,-0.26257565931562216,0.46836231198416445,1.2813833981236349,-0.68015236575182,0.3736534056211483,1.2999363560777208,0
2.3330355621114673,3.436849996346686,-0.8257690954681581,0.40394041606830444,-0.8565019571194227,0.8568403049857476,-0.7442433669555713,0.2897844786582218,-0.14124182106853178,2.4926868305307126,1
-0.20850643095375032,-0.0063057027023571965,-0.29102147308529397,-0.5317757009616373,-0.05139492719252362,-1.6333994195791706,0.6277023945519214,-1.1917191336173432,0.5962997854612124,0.33026982134405114,1
0.8687983383055493,-0.6087660207834353,2.0268171160423925,0.02310434600073103,-0.6124228909008682,-0.8370898081914192,-1.9790186934897123,0.114845090277753,-0.9779388355526387,1.1810448830870348,1
0.21920418763358843,-1.5986778083168927,0.4962485662454281,0.6734288127536935,0.3467240162419504,-0.7811679399083973,-0.33702637468137664,-0.604029885474771,0.16179154060272016,1.9084808538840177,0
-0.20141990007697352,-0.8223954244854991,0.5368074692249037,0.3812446551620988,-0.09621226204057896,-1.052249060744849,0.25893042822568985,1.0454602404822526,-0.04060623167853,0.7686503218254958,0
0.32699451327009765,-1.769198742207582,-0.5036502603755963,-0.8351245039722351,2.0777775851984446,-0.16278293497957197,-0.03302526371956056,2.209855665748464,1.6529130512304218,4.152222139662283,0
1.8418156093866072,-0.9335845800081624,-0.19906255375986986,-0.1453494223138852,-0.9880028180029409,-0.3323285273965695,-0.1471927507680115,1.4152045267018234,0.347397486434762,1.1694642572910474,0
-0.3650550328049707,2.1763643551423977,0.7733998160676113,-1.474778541238395,-0.8571723738917058,0.2330475109256147,0.4918144010879626,0.959496076599441,-0.16451453179616995,1.6881081116817582,1
-0.31062923983688057,-1.8169567920461227,0.49353729420376685,-0.17239269980923128,0.35647710466949206,-1.050739606783854,0.6476059825670705,0.13155164017749568,-1.5852460107298574,1.7377676356997098,0
1.7221550978081948,-2.37849718616937,-2.208280776228252,-0.7670674554003005,-0.4479613384499751,-0.668177750332043,-1.2148061358886433,-0.4338734629791891,-0.6038382974931866,0.18316692361462772,0
-0.3834780189238867,1.696402223230244,1.2938176908147259,0.8454065567820555,-0.862306936163681,-1.1279225165982871,-0.5869582099762845,1.2246387312151752,0.5358569424886379,0.5298090088885196,1
2.45987198502938,1.9132673621020277,1.3744849814275593,0.781497239460632,1.135620585491476,-3.1070033010364893,-0.31667954593424946,0.3780462604278832,-0.8642852619405358,3.841784366326457,0
0.7091143896332839,-0.5107984821544158,1.1122924498917277,0.16222321689883193,-0.9186164585230326,-1.2420451484230024,-0.1498780335221683,-0.6018971609326136,-1.6352902700715526,2.1229167087172804,0
0.47304527283800113,-0.7849279548649102,-1.0449250346222516,0.10132717686046831,-2.4187754670694206,-2.02667921908524,0.11108835130483316,0.6320232236170215,0.6969306349627576,1.3596135802785694,1
-0.4350526002358597,-1.9916135272500823,0.3367122954206112,-1.4780022553041843,-1.1084970907967833,-1.248182655090988,-1.5703258142530165,-0.7084881015290911,-2.2912928068840652,0.7242646549237155,0
